,ABB,AIRBUS,APPLE,BASF,BAYER,BMW,BOSCH,CANON,ERICSSON,GENERAL ELECTRIC,GOOGLE,HITACHI,HONDA,HONEYWELL,HUAWEI,IBM,INFINEON,INTEL,LG ELECTRONICS,MICROSOFT,NOKIA,NOVARTIS,PANASONIC,PHILIPS,QUALCOMM,ROCHE,SAMSUNG,SAP,SCHNEIDER ELECTRIC,SIEMENS,SONY,TOSHIBA,TOYOTA,VOLKSWAGEN
NOKIA,0.424065161034925,0.3742408028072534,0.47320920914592246,0.30630982327301437,0.33392549827623275,0.3659744104651693,0.4296732437310673,0.43268092871633335,0.6121882642503952,0.3815200305523711,0.5055522999797846,0.3921644230739357,0.32736795189725026,0.470309725840592,0.37275660883631706,0.4799187525108097,0.3862915301727303,0.5566945884915441,0.4370590528872901,0.5248066578969743,1.0000000000000004,0.14093401632709285,0.37855555616093467,0.508505321866449,0.5457517446130562,0.42580955734388004,0.44675581288831334,0.4693883734453763,0.46066897903679677,0.4136886405098007,0.48520912554075873,0.38103974417965597,0.37974663721720175,0.31580275208480696
NOVARTIS,0.1965874276234154,0.20309623531280774,0.17106925820115443,0.11061656028256112,0.060471217513767835,0.1876931490514154,0.20287814185562583,0.12006405258973926,0.11645035634618933,0.17495757610682933,0.1407380579141634,0.14453943115297677,0.16309807797999312,0.19661669086136294,0.13403655775019055,0.13743263642467288,0.16300911632588674,0.10782044033241439,0.1560968355303448,0.16745815363870648,0.14093401632709285,0.9999999999999996,0.1125161996027104,0.18644902605111782,0.11886713811850168,0.13650477324374669,0.15822897353520535,0.1285658303328655,0.17329324816494224,0.1721394187705971,0.1727009113185128,0.14100642604109245,0.17014901999056853,0.16457211999011936
PANASONIC,0.46386251054158695,0.39315867515041536,0.43035417551517835,0.3811932771322249,0.18508802307063102,0.43665706014406824,0.4692556605730008,0.627644555968316,0.37776771283226546,0.3878187544098919,0.41763996102788903,0.6869387660528512,0.6362420949874382,0.4179946740802611,0.44228043051112104,0.40994957856352027,0.4560349736398361,0.38178890793680265,0.4954834871066806,0.4031100716119241,0.37855555616093467,0.1125161996027104,1.0000000000000002,0.4332525710080679,0.3378409859558029,0.34768599641758047,0.5558428646798308,0.30562087047704506,0.4887210438042379,0.4897785349562639,0.6020783392617782,0.691005387828089,0.6626842340956786,0.44711026448251256
PHILIPS,0.5246205348127385,0.44383410775616544,0.512715786246469,0.35924561852758324,0.3193556753649782,0.4574319609978679,0.5207531601239989,0.4700738220703695,0.5104337756932589,0.4289878292787655,0.5293704527313872,0.4638501985769838,0.40859091486512894,0.5269957293955347,0.4051958003626771,0.49531114717683083,0.45867203156971414,0.49252013135129946,0.46526971464667904,0.5285796845563429,0.508505321866449,0.18644902605111782,0.4332525710080679,0.9999999999999994,0.4567881830194344,0.5466411297727277,0.4778523830417539,0.43751496107607013,0.5440361566452907,0.5380831714193349,0.5466561049798438,0.44727338676331574,0.43279654994474154,0.4534188894830446
QUALCOMM,0.33888573956406726,0.31020188470161714,0.5298039219048108,0.24108778544993278,0.19804794658331815,0.28193383832360724,0.3433074237984948,0.33174090040672244,0.5555472598064438,0.3608051428664458,0.5531870021590558,0.33132813651012427,0.2900425403991652,0.44554695370723635,0.298401890159716,0.41050646071676233,0.39337362018540895,0.4907932085778617,0.404910671798174,0.4948409459778873,0.5457517446130562,0.11886713811850168,0.3378409859558029,0.4567881830194344,0.9999999999999993,0.3258423275373774,0.42943839168746745,0.3749606370239543,0.4181890567820619,0.32116770760564783,0.45937317309878617,0.3451904823394117,0.31776467014907905,0.24396873670781521
ROCHE,0.48473243294367996,0.3450139102191791,0.37356342212849836,0.3917616419134311,0.40166090427392603,0.35149301747720163,0.45800224009442886,0.362163523905134,0.44061862851944616,0.3668489187482602,0.4647415233010468,0.38169198779540037,0.3263977660466476,0.47566314838770324,0.2929957165995607,0.5109304683761116,0.33913720819758586,0.38348119136298353,0.3047288138723307,0.47507621455102517,0.42580955734388004,0.13650477324374669,0.34768599641758047,0.5466411297727277,0.3258423275373774,1.0000000000000004,0.3415696946311135,0.5309395927265281,0.45101277823594876,0.4056238422766631,0.4234459382759823,0.35423019250279725,0.352391443407552,0.33095944193531
SAMSUNG,0.46358140704705886,0.43452440021936045,0.6230122388391742,0.3543825076353675,0.18649886351916722,0.5250906948826431,0.46551555252226284,0.4921929779014294,0.45043690661523667,0.4341631705492218,0.5110523000772876,0.5327553599415525,0.5361471116219912,0.4981772793790963,0.5052387106958368,0.48571076965890975,0.5329138047851321,0.4562465308244429,0.651340018001587,0.47932367482300264,0.44675581288831334,0.15822897353520535,0.5558428646798308,0.4778523830417539,0.42943839168746745,0.3415696946311135,0.9999999999999996,0.325321089582893,0.5216671591905203,0.508725187720177,0.6089543971176533,0.5705604987286266,0.5412456819450753,0.4816430180493213
SAP,0.4189223599823433,0.30962939564684555,0.42259036809323,0.33210647531809967,0.3605801005048195,0.3337403592233649,0.39703808104697147,0.3365834660739586,0.45367573748181084,0.37454574673517954,0.5308664617609843,0.39093677930168697,0.32067014071591793,0.5201235391403299,0.2825157673462034,0.5432680744169969,0.32673816314976395,0.4724053688376281,0.2737869344270323,0.5866678835201269,0.4693883734453763,0.1285658303328655,0.30562087047704506,0.43751496107607013,0.3749606370239543,0.5309395927265281,0.325321089582893,0.9999999999999998,0.4397709042383205,0.37615930729490377,0.4100816159524178,0.3422271521572595,0.3427592063490068,0.2982209123777184
SCHNEIDER ELECTRIC,0.6484916062893908,0.5156165926939423,0.506956254717563,0.3735586972202865,0.2138825327685173,0.5350808957268501,0.5519152475571192,0.46727799671806386,0.48280337246840294,0.5217686469969284,0.514878613219239,0.5469033258785637,0.5024090282380945,0.5844901739586643,0.503315364031245,0.5133878280226923,0.539423966947471,0.4745197514214242,0.45818970130382164,0.5472553061536151,0.46066897903679677,0.17329324816494224,0.4887210438042379,0.5440361566452907,0.4181890567820619,0.45101277823594876,0.5216671591905203,0.4397709042383205,1.0,0.5993620106793285,0.5514626087307181,0.504176773165067,0.5140037965620128,0.5106671918186094
SIEMENS,0.6444703819183394,0.5612087994852887,0.44715361062028425,0.4351223483931614,0.25434393748858486,0.6876914163775625,0.694109591414803,0.4592004546713806,0.4663183710810549,0.46838636150833657,0.466198016259992,0.5496989061306049,0.5586166452297247,0.5094205403431366,0.5658574282578772,0.5029105839680397,0.47201717298032025,0.4002122726099613,0.48032539559240717,0.4860163137512936,0.4136886405098007,0.1721394187705971,0.4897785349562639,0.5380831714193349,0.32116770760564783,0.4056238422766631,0.508725187720177,0.37615930729490377,0.5993620106793285,0.9999999999999994,0.5212609061722523,0.488448655886708,0.544281226857763,0.7214970065387303
SONY,0.5159608316683285,0.4382517091132874,0.5400906515453594,0.33705166094932554,0.23561442609844463,0.49146872911484324,0.49099158601040527,0.6120616136046491,0.5009488248531688,0.4338092244290425,0.5525180068979958,0.6382782554787888,0.6143517686516963,0.5032153469096191,0.5027141195660129,0.5049812174431443,0.5028026960683002,0.4760695260683513,0.567682534625537,0.53704259733105,0.48520912554075873,0.1727009113185128,0.6020783392617782,0.5466561049798438,0.45937317309878617,0.4234459382759823,0.6089543971176533,0.4100816159524178,0.5514626087307181,0.5212609061722523,1.0000000000000004,0.6128223781781694,0.6285303600649447,0.46412286156952837
TOSHIBA,0.45942377238642645,0.42803179236992167,0.43844433137847666,0.35241841287826864,0.17782512716741067,0.4388229530858012,0.45543118322308834,0.6373573115965484,0.3955695593538045,0.4287815407402845,0.42911627927994245,0.7236322761375193,0.6436363360526843,0.44904454341617084,0.4699159141488285,0.4527768704851332,0.5001259712441117,0.407263516464448,0.52723426873201,0.4409585737683336,0.38103974417965597,0.14100642604109245,0.691005387828089,0.44727338676331574,0.3451904823394117,0.35423019250279725,0.5705604987286266,0.3422271521572595,0.504176773165067,0.488448655886708,0.6128223781781694,1.0,0.6772563535781982,0.432058989596832
TOYOTA,0.5024237883438726,0.46050226758615004,0.43863200153466325,0.3156880078724683,0.19676986900886353,0.5925459781409103,0.5399288438837339,0.6276268156837943,0.37445220542111796,0.45582289019739697,0.44931752338081793,0.7425673838777177,0.7915737387942113,0.47708400914233834,0.47525538794718414,0.46392312947950876,0.4648630098596499,0.3982335103538224,0.503064911574277,0.45418119784725225,0.37974663721720175,0.17014901999056853,0.6626842340956786,0.43279654994474154,0.31776467014907905,0.352391443407552,0.5412456819450753,0.3427592063490068,0.5140037965620128,0.544281226857763,0.6285303600649447,0.6772563535781982,0.9999999999999997,0.5713910787065363
VOLKSWAGEN,0.5610030295685331,0.4898443721397772,0.3866638963874541,0.37284202341236633,0.2295427525543867,0.7680608400408964,0.6761183419699859,0.3854182774506252,0.3690529402605047,0.38874006247534365,0.36435436581808983,0.5108281038821714,0.5795672717807155,0.4387308609600366,0.5365217765451693,0.43045070313223777,0.42730140710933345,0.3232714508851138,0.4241625942760617,0.3789455541315225,0.31580275208480696,0.16457211999011936,0.44711026448251256,0.4534188894830446,0.24396873670781521,0.33095944193531,0.4816430180493213,0.2982209123777184,0.5106671918186094,0.7214970065387303,0.46412286156952837,0.432058989596832,0.5713910787065363,1.000000000000001
